titulo_id,fornecedor,cnpj_fornecedor,categoria_despesa,data_emissao,data_vencimento,valor,status
PAG-70237,Prysmian Cabos do Brasil,10.021.797/0001-48,Insumos,2025-07-15,2025-08-12,-77686.17,Em atraso
PAG-70238,Prysmian Cabos do Brasil,10.021.868/0001-61,Insumos,2025-07-01,2025-07-31,-81739.38,Pago
PAG-70239,Prysmian Cabos do Brasil,10.021.939/0001-74,Insumos,2025-07-01,2025-07-31,-85903.72,Pago
PAG-70240,Schneider Electric Brasil,10.022.010/0001-87,Insumos,2025-07-05,2025-07-20,-16410.1,Pago
PAG-70241,Schneider Electric Brasil,10.022.081/0001-10,Insumos,2025-07-23,2025-08-22,-43672.55,Pago
PAG-70242,Schneider Electric Brasil,10.022.152/0001-23,Insumos,2025-07-06,2025-08-05,-42855.42,Pago
PAG-70243,Schneider Electric Brasil,10.022.223/0001-36,Insumos,2025-07-13,2025-07-28,-41025.17,Pago
PAG-70244,Schneider Electric Brasil,10.022.294/0001-49,Insumos,2025-07-22,2025-09-05,-31092.23,Pago
PAG-70245,Empalux Iluminação,10.022.365/0001-62,Insumos,2025-07-28,2025-09-11,-28984.29,Pago
PAG-70246,Empalux Iluminação,10.022.436/0001-75,Insumos,2025-07-11,2025-08-08,-28421.73,Pago
PAG-70247,Empalux Iluminação,10.022.507/0001-88,Insumos,2025-07-17,2025-08-01,-25249.99,Pago
PAG-70248,Avant Iluminação,10.022.578/0001-11,Insumos,2025-07-10,2025-08-24,-22517.32,Em atraso
PAG-70249,Avant Iluminação,10.022.649/0001-24,Insumos,2025-07-26,2025-09-09,-21331.04,Pago
PAG-70250,Tigre S.A.,10.022.720/0001-37,Insumos,2025-07-04,2025-08-03,-20197.85,Pago
PAG-70251,Tigre S.A.,10.022.791/0001-50,Insumos,2025-07-11,2025-08-10,-33172.17,Pago
PAG-70252,Tigre S.A.,10.022.862/0001-63,Insumos,2025-07-06,2025-08-03,-36838.23,Pago
PAG-70253,Intelbras,10.022.933/0001-76,Insumos,2025-07-25,2025-08-24,-22372.05,Pago
PAG-70254,Intelbras,10.023.004/0001-89,Insumos,2025-07-09,2025-08-08,-33342.28,Pago
PAG-70255,Steck do Brasil,10.023.075/0001-12,Insumos,2025-07-17,2025-08-01,-25352.17,Pago
PAG-70256,Steck do Brasil,10.023.146/0001-25,Insumos,2025-07-04,2025-08-18,-34917.33,Em atraso
PAG-70257,WEG Equipamentos,10.023.217/0001-38,Insumos,2025-07-25,2025-08-09,-11886.62,Pago
PAG-70258,Folha de Pagamento,10.023.288/0001-51,Folha,2025-07-21,2025-08-05,-15712.2,Pago
PAG-70259,Folha de Pagamento,10.023.359/0001-64,Folha,2025-07-24,2025-08-23,-31969.97,Pago
PAG-70260,Auriverde Imóveis,10.023.430/0001-77,Aluguel,2025-07-02,2025-08-16,-17130.33,Pago
PAG-70261,CPFL Energia,10.023.501/0001-90,Energia,2025-07-10,2025-08-07,-28283.72,Pago
PAG-70262,Marketing Digital Adoro,10.023.572/0001-13,Marketing,2025-07-25,2025-08-24,-8359.48,Pago
PAG-70263,Receita Federal,10.023.643/0001-26,Impostos,2025-07-11,2025-08-08,-28309.52,Em atraso
PAG-70264,Receita Federal,10.023.714/0001-39,Impostos,2025-07-19,2025-09-02,-23107.84,Pago
PAG-70265,Sefaz SP,10.023.785/0001-52,Impostos,2025-07-11,2025-08-10,-15965.29,Pago
PAG-70266,Prysmian Cabos do Brasil,10.023.856/0001-65,Insumos,2025-08-01,2025-08-16,-71250.16,Em atraso
PAG-70267,Prysmian Cabos do Brasil,10.023.927/0001-78,Insumos,2025-08-18,2025-09-02,-83149.54,Pago
PAG-70268,Prysmian Cabos do Brasil,10.023.998/0001-91,Insumos,2025-08-03,2025-08-18,-87927.04,Em atraso
PAG-70269,Prysmian Cabos do Brasil,10.024.069/0001-14,Insumos,2025-08-19,2025-09-16,-67123.74,Pago
PAG-70270,Prysmian Cabos do Brasil,10.024.140/0001-27,Insumos,2025-08-15,2025-09-12,-86492.3,Pago
PAG-70271,Prysmian Cabos do Brasil,10.024.211/0001-40,Insumos,2025-08-27,2025-09-26,-81324.57,Pago
PAG-70272,Prysmian Cabos do Brasil,10.024.282/0001-53,Insumos,2025-08-15,2025-09-29,-78515.01,Pago
PAG-70273,Prysmian Cabos do Brasil,10.024.353/0001-66,Insumos,2025-08-10,2025-09-07,-73315.55,Pago
PAG-70274,Prysmian Cabos do Brasil,10.024.424/0001-79,Insumos,2025-08-14,2025-08-29,-74374.83,Pago
PAG-70275,Prysmian Cabos do Brasil,10.024.495/0001-92,Insumos,2025-08-26,2025-09-23,-62545.81,Pago
PAG-70276,Prysmian Cabos do Brasil,10.024.566/0001-15,Insumos,2025-08-08,2025-09-05,-61559.34,Pago
PAG-70277,Prysmian Cabos do Brasil,10.024.637/0001-28,Insumos,2025-08-27,2025-09-11,-71169.2,Pago
PAG-70278,Schneider Electric Brasil,10.024.708/0001-41,Insumos,2025-08-15,2025-09-12,-22314.83,Pago
PAG-70279,Schneider Electric Brasil,10.024.779/0001-54,Insumos,2025-08-04,2025-09-03,-37964.9,Pago
PAG-70280,Schneider Electric Brasil,10.024.850/0001-67,Insumos,2025-08-02,2025-08-30,-32898.81,Pago
PAG-70281,Schneider Electric Brasil,10.024.921/0001-80,Insumos,2025-08-15,2025-09-12,-48140.34,Pago
PAG-70282,Schneider Electric Brasil,10.024.992/0001-93,Insumos,2025-08-09,2025-09-23,-33083.06,Em atraso
PAG-70283,Empalux Iluminação,10.025.063/0001-16,Insumos,2025-08-12,2025-08-27,-29518.93,Pago
PAG-70284,Empalux Iluminação,10.025.134/0001-29,Insumos,2025-08-15,2025-08-30,-37107.36,Pago
PAG-70285,Empalux Iluminação,10.025.205/0001-42,Insumos,2025-08-21,2025-09-05,-35445.4,Pago
PAG-70286,Avant Iluminação,10.025.276/0001-55,Insumos,2025-08-19,2025-09-03,-21939.35,Pago
PAG-70287,Avant Iluminação,10.025.347/0001-68,Insumos,2025-08-18,2025-10-02,-38713.62,Pago
PAG-70288,Tigre S.A.,10.025.418/0001-81,Insumos,2025-08-04,2025-09-03,-41958.92,Pago
PAG-70289,Tigre S.A.,10.025.489/0001-94,Insumos,2025-08-08,2025-09-07,-24203.43,Pago
PAG-70290,Tigre S.A.,10.025.560/0001-17,Insumos,2025-08-19,2025-10-03,-25753.59,Pago
PAG-70291,Intelbras,10.025.631/0001-30,Insumos,2025-08-24,2025-09-23,-16156.43,Pago
PAG-70292,Intelbras,10.025.702/0001-43,Insumos,2025-08-05,2025-09-19,-21551.9,Pago
PAG-70293,Steck do Brasil,10.025.773/0001-56,Insumos,2025-08-17,2025-09-01,-16508.17,Pago
PAG-70294,Steck do Brasil,10.025.844/0001-69,Insumos,2025-08-11,2025-09-10,-19886.14,Pago
PAG-70295,WEG Equipamentos,10.025.915/0001-82,Insumos,2025-08-21,2025-09-05,-26260.15,Pago
PAG-70296,Folha de Pagamento,10.025.986/0001-95,Folha,2025-08-14,2025-09-28,-17518.69,Pago
PAG-70297,Folha de Pagamento,10.026.057/0001-18,Folha,2025-08-06,2025-08-21,-34422.42,Pago
PAG-70298,Auriverde Imóveis,10.026.128/0001-31,Aluguel,2025-08-18,2025-09-17,-30904.22,Pago
PAG-70299,CPFL Energia,10.026.199/0001-44,Energia,2025-08-19,2025-10-03,-29501.01,Pago
PAG-70300,Marketing Digital Adoro,10.026.270/0001-57,Marketing,2025-08-20,2025-09-19,-10818.62,Pago
PAG-70301,Receita Federal,10.026.341/0001-70,Impostos,2025-08-28,2025-09-27,-15076.01,Pago
PAG-70302,Receita Federal,10.026.412/0001-83,Impostos,2025-08-04,2025-09-03,-10413.85,Pago
PAG-70303,Sefaz SP,10.026.483/0001-96,Impostos,2025-08-08,2025-09-07,-11341.99,Pago
PAG-70304,Prysmian Cabos do Brasil,10.026.554/0001-19,Insumos,2025-09-11,2025-10-26,-64440.49,Pago
PAG-70305,Prysmian Cabos do Brasil,10.026.625/0001-32,Insumos,2025-09-08,2025-10-23,-97026.91,Pago
PAG-70306,Prysmian Cabos do Brasil,10.026.696/0001-45,Insumos,2025-09-17,2025-11-01,-81281.33,Pago
PAG-70307,Prysmian Cabos do Brasil,10.026.767/0001-58,Insumos,2025-09-03,2025-10-18,-71264.22,Pago
PAG-70308,Prysmian Cabos do Brasil,10.026.838/0001-71,Insumos,2025-09-17,2025-10-17,-73028.75,Pago
PAG-70309,Prysmian Cabos do Brasil,10.026.909/0001-84,Insumos,2025-09-25,2025-11-09,-71405.12,Pago
PAG-70310,Prysmian Cabos do Brasil,10.026.980/0001-97,Insumos,2025-09-23,2025-10-08,-60759.75,Pago
PAG-70311,Prysmian Cabos do Brasil,10.027.051/0001-20,Insumos,2025-09-03,2025-10-18,-62575.98,Pago
PAG-70312,Prysmian Cabos do Brasil,10.027.122/0001-33,Insumos,2025-09-12,2025-10-27,-79090.98,Em atraso
PAG-70313,Prysmian Cabos do Brasil,10.027.193/0001-46,Insumos,2025-09-24,2025-10-22,-70250.69,Pago
PAG-70314,Prysmian Cabos do Brasil,10.027.264/0001-59,Insumos,2025-09-08,2025-10-06,-64121.3,Pago
PAG-70315,Prysmian Cabos do Brasil,10.027.335/0001-72,Insumos,2025-09-28,2025-10-13,-77139.09,Pago
PAG-70316,Schneider Electric Brasil,10.027.406/0001-85,Insumos,2025-09-27,2025-10-27,-39356.2,Pago
PAG-70317,Schneider Electric Brasil,10.027.477/0001-98,Insumos,2025-09-02,2025-10-02,-37533.17,Pago
PAG-70318,Schneider Electric Brasil,10.027.548/0001-21,Insumos,2025-09-25,2025-11-09,-33305.32,Pago
PAG-70319,Schneider Electric Brasil,10.027.619/0001-34,Insumos,2025-09-14,2025-10-29,-36558.86,Pago
PAG-70320,Schneider Electric Brasil,10.027.690/0001-47,Insumos,2025-09-10,2025-10-10,-34437.92,Pago
PAG-70321,Empalux Iluminação,10.027.761/0001-60,Insumos,2025-09-08,2025-10-06,-27885.51,Pago
PAG-70322,Empalux Iluminação,10.027.832/0001-73,Insumos,2025-09-05,2025-09-20,-33901.92,Pago
PAG-70323,Empalux Iluminação,10.027.903/0001-86,Insumos,2025-09-21,2025-10-06,-23441.94,Pago
PAG-70324,Avant Iluminação,10.027.974/0001-99,Insumos,2025-09-16,2025-10-31,-27864.62,Pago
PAG-70325,Avant Iluminação,10.028.045/0001-22,Insumos,2025-09-05,2025-09-20,-18678.01,Pago
PAG-70326,Tigre S.A.,10.028.116/0001-35,Insumos,2025-09-25,2025-10-25,-31992.25,Pago
PAG-70327,Tigre S.A.,10.028.187/0001-48,Insumos,2025-09-14,2025-09-29,-18733.79,Pago
PAG-70328,Tigre S.A.,10.028.258/0001-61,Insumos,2025-09-26,2025-10-26,-21804.6,Pago
PAG-70329,Intelbras,10.028.329/0001-74,Insumos,2025-09-16,2025-10-31,-19437.27,Pago
PAG-70330,Intelbras,10.028.400/0001-87,Insumos,2025-09-07,2025-09-22,-21019.05,Pago
PAG-70331,Steck do Brasil,10.028.471/0001-10,Insumos,2025-09-04,2025-10-02,-29535.23,Pago
PAG-70332,Steck do Brasil,10.028.542/0001-23,Insumos,2025-09-09,2025-10-07,-29985.56,Pago
PAG-70333,WEG Equipamentos,10.028.613/0001-36,Insumos,2025-09-16,2025-10-31,-685.02,Pago
PAG-70334,Folha de Pagamento,10.028.684/0001-49,Folha,2025-09-11,2025-10-09,-17281.69,Pago
PAG-70335,Folha de Pagamento,10.028.755/0001-62,Folha,2025-09-06,2025-10-04,-23816.5,Pago
PAG-70336,Auriverde Imóveis,10.028.826/0001-75,Aluguel,2025-09-15,2025-10-15,-34186.43,Pago
PAG-70337,CPFL Energia,10.028.897/0001-88,Energia,2025-09-27,2025-10-27,-31730.1,Pago
PAG-70338,Marketing Digital Adoro,10.028.968/0001-11,Marketing,2025-09-11,2025-09-26,-13362.22,Pago
PAG-70339,Receita Federal,10.029.039/0001-24,Impostos,2025-09-11,2025-10-11,-22567.46,Pago
PAG-70340,Receita Federal,10.029.110/0001-37,Impostos,2025-09-08,2025-10-23,-33157.79,Pago
PAG-70341,Sefaz SP,10.029.181/0001-50,Impostos,2025-09-12,2025-10-12,-27903.11,Pago
PAG-70342,Prysmian Cabos do Brasil,10.029.252/0001-63,Insumos,2025-10-24,2025-11-08,-88053.09,Pago
PAG-70343,Prysmian Cabos do Brasil,10.029.323/0001-76,Insumos,2025-10-04,2025-11-01,-76175.56,Pago
PAG-70344,Prysmian Cabos do Brasil,10.029.394/0001-89,Insumos,2025-10-05,2025-11-02,-79701.36,Pago
PAG-70345,Prysmian Cabos do Brasil,10.029.465/0001-12,Insumos,2025-10-22,2025-12-06,-50224.41,Pago
PAG-70346,Prysmian Cabos do Brasil,10.029.536/0001-25,Insumos,2025-10-28,2025-11-27,-77665.69,Pago
PAG-70347,Prysmian Cabos do Brasil,10.029.607/0001-38,Insumos,2025-10-25,2025-11-24,-71151.82,Pago
PAG-70348,Prysmian Cabos do Brasil,10.029.678/0001-51,Insumos,2025-10-26,2025-12-10,-78778.45,Pago
PAG-70349,Prysmian Cabos do Brasil,10.029.749/0001-64,Insumos,2025-10-09,2025-10-24,-80801.27,Pago
PAG-70350,Prysmian Cabos do Brasil,10.029.820/0001-77,Insumos,2025-10-02,2025-11-16,-73196.01,Pago
PAG-70351,Prysmian Cabos do Brasil,10.029.891/0001-90,Insumos,2025-10-21,2025-11-18,-76900.3,Pago
PAG-70352,Prysmian Cabos do Brasil,10.029.962/0001-13,Insumos,2025-10-09,2025-11-08,-76543.54,Pago
PAG-70353,Prysmian Cabos do Brasil,10.030.033/0001-26,Insumos,2025-10-13,2025-11-27,-85923.37,Pago
PAG-70354,Schneider Electric Brasil,10.030.104/0001-39,Insumos,2025-10-10,2025-11-24,-19863.67,Pago
PAG-70355,Schneider Electric Brasil,10.030.175/0001-52,Insumos,2025-10-25,2025-11-22,-45872.89,Pago
PAG-70356,Schneider Electric Brasil,10.030.246/0001-65,Insumos,2025-10-08,2025-11-22,-40976.44,Pago
PAG-70357,Schneider Electric Brasil,10.030.317/0001-78,Insumos,2025-10-06,2025-11-20,-50153.29,Pago
PAG-70358,Schneider Electric Brasil,10.030.388/0001-91,Insumos,2025-10-07,2025-10-22,-34073.42,Em atraso
PAG-70359,Empalux Iluminação,10.030.459/0001-14,Insumos,2025-10-01,2025-11-15,-27872.58,Pago
PAG-70360,Empalux Iluminação,10.030.530/0001-27,Insumos,2025-10-01,2025-11-15,-24677.73,Pago
PAG-70361,Empalux Iluminação,10.030.601/0001-40,Insumos,2025-10-03,2025-10-31,-24326.29,Pago
PAG-70362,Avant Iluminação,10.030.672/0001-53,Insumos,2025-10-08,2025-11-07,-39175.31,Pago
PAG-70363,Avant Iluminação,10.030.743/0001-66,Insumos,2025-10-13,2025-11-27,-21833.13,Pago
PAG-70364,Tigre S.A.,10.030.814/0001-79,Insumos,2025-10-14,2025-11-13,-14645.02,Pago
PAG-70365,Tigre S.A.,10.030.885/0001-92,Insumos,2025-10-05,2025-11-04,-35794.65,Pago
PAG-70366,Tigre S.A.,10.030.956/0001-15,Insumos,2025-10-15,2025-11-14,-26431.13,Pago
PAG-70367,Intelbras,10.031.027/0001-28,Insumos,2025-10-01,2025-11-15,-22240.39,Pago
PAG-70368,Intelbras,10.031.098/0001-41,Insumos,2025-10-27,2025-11-11,-30044.35,Pago
PAG-70369,Steck do Brasil,10.031.169/0001-54,Insumos,2025-10-12,2025-11-11,-16216.64,Em atraso
PAG-70370,Steck do Brasil,10.031.240/0001-67,Insumos,2025-10-07,2025-11-06,-13424.68,Pago
PAG-70371,WEG Equipamentos,10.031.311/0001-80,Insumos,2025-10-18,2025-11-02,-23425.34,Pago
PAG-70372,Folha de Pagamento,10.031.382/0001-93,Folha,2025-10-18,2025-11-15,-33580.71,Pago
PAG-70373,Folha de Pagamento,10.031.453/0001-16,Folha,2025-10-19,2025-11-18,-18551.69,Pago
PAG-70374,Auriverde Imóveis,10.031.524/0001-29,Aluguel,2025-10-16,2025-11-15,-26831.65,Pago
PAG-70375,CPFL Energia,10.031.595/0001-42,Energia,2025-10-16,2025-11-30,-20664.48,Pago
PAG-70376,Marketing Digital Adoro,10.031.666/0001-55,Marketing,2025-10-04,2025-11-03,-23878.58,Pago
PAG-70377,Receita Federal,10.031.737/0001-68,Impostos,2025-10-25,2025-11-24,-22691.37,Pago
PAG-70378,Receita Federal,10.031.808/0001-81,Impostos,2025-10-24,2025-11-08,-13742.03,Pago
PAG-70379,Sefaz SP,10.031.879/0001-94,Impostos,2025-10-09,2025-11-23,-27183.77,Pago
PAG-70380,Prysmian Cabos do Brasil,10.031.950/0001-17,Insumos,2025-11-27,2025-12-12,-73549.04,Em atraso
PAG-70381,Prysmian Cabos do Brasil,10.032.021/0001-30,Insumos,2025-11-11,2025-12-11,-54048.16,Pago
PAG-70382,Prysmian Cabos do Brasil,10.032.092/0001-43,Insumos,2025-11-13,2025-12-11,-67483.99,Pago
PAG-70383,Prysmian Cabos do Brasil,10.032.163/0001-56,Insumos,2025-11-02,2025-12-02,-88532.69,Em atraso
PAG-70384,Prysmian Cabos do Brasil,10.032.234/0001-69,Insumos,2025-11-17,2026-01-01,-82593.85,A vencer
PAG-70385,Prysmian Cabos do Brasil,10.032.305/0001-82,Insumos,2025-11-10,2025-12-25,-72757.08,Pago
PAG-70386,Prysmian Cabos do Brasil,10.032.376/0001-95,Insumos,2025-11-20,2026-01-04,-77150.42,A vencer
PAG-70387,Prysmian Cabos do Brasil,10.032.447/0001-18,Insumos,2025-11-01,2025-11-16,-78112.74,Pago
PAG-70388,Prysmian Cabos do Brasil,10.032.518/0001-31,Insumos,2025-11-07,2025-12-07,-61541.52,Pago
PAG-70389,Prysmian Cabos do Brasil,10.032.589/0001-44,Insumos,2025-11-12,2025-12-10,-82568.5,Pago
PAG-70390,Prysmian Cabos do Brasil,10.032.660/0001-57,Insumos,2025-11-20,2025-12-05,-56395.07,Pago
PAG-70391,Prysmian Cabos do Brasil,10.032.731/0001-70,Insumos,2025-11-15,2025-11-30,-81302.86,Em atraso
PAG-70392,Schneider Electric Brasil,10.032.802/0001-83,Insumos,2025-11-27,2025-12-27,-31230.59,Pago
PAG-70393,Schneider Electric Brasil,10.032.873/0001-96,Insumos,2025-11-06,2025-11-21,-38378.95,Pago
PAG-70394,Schneider Electric Brasil,10.032.944/0001-19,Insumos,2025-11-19,2025-12-04,-13722.51,Pago
PAG-70395,Schneider Electric Brasil,10.033.015/0001-32,Insumos,2025-11-28,2026-01-12,-50361.23,A vencer
PAG-70396,Schneider Electric Brasil,10.033.086/0001-45,Insumos,2025-11-09,2025-11-24,-42682.05,Pago
PAG-70397,Empalux Iluminação,10.033.157/0001-58,Insumos,2025-11-19,2025-12-17,-33516.94,Pago
PAG-70398,Empalux Iluminação,10.033.228/0001-71,Insumos,2025-11-12,2025-11-27,-24373.64,Pago
PAG-70399,Empalux Iluminação,10.033.299/0001-84,Insumos,2025-11-09,2025-12-24,-31154.72,Pago
PAG-70400,Avant Iluminação,10.033.370/0001-97,Insumos,2025-11-16,2025-12-31,-21639.34,Pago
PAG-70401,Avant Iluminação,10.033.441/0001-20,Insumos,2025-11-22,2026-01-06,-11152.81,A vencer
PAG-70402,Tigre S.A.,10.033.512/0001-33,Insumos,2025-11-28,2026-01-12,-18543.65,A vencer
PAG-70403,Tigre S.A.,10.033.583/0001-46,Insumos,2025-11-10,2025-12-08,-16112.16,Pago
PAG-70404,Tigre S.A.,10.033.654/0001-59,Insumos,2025-11-26,2025-12-24,-13607.78,Pago
PAG-70405,Intelbras,10.033.725/0001-72,Insumos,2025-11-05,2025-12-20,-36408.64,Pago
PAG-70406,Intelbras,10.033.796/0001-85,Insumos,2025-11-11,2025-12-11,-21843.03,Pago
PAG-70407,Steck do Brasil,10.033.867/0001-98,Insumos,2025-11-07,2025-12-22,-18529.04,Pago
PAG-70408,Steck do Brasil,10.033.938/0001-21,Insumos,2025-11-25,2025-12-25,-25253.03,Pago
PAG-70409,WEG Equipamentos,10.034.009/0001-34,Insumos,2025-11-01,2025-12-01,-19011.0,Pago
PAG-70410,Folha de Pagamento,10.034.080/0001-47,Folha,2025-11-24,2025-12-22,-26268.63,Em atraso
PAG-70411,Folha de Pagamento,10.034.151/0001-60,Folha,2025-11-04,2025-12-19,-22038.13,Pago
PAG-70412,Auriverde Imóveis,10.034.222/0001-73,Aluguel,2025-11-15,2025-12-15,-22207.99,Pago
PAG-70413,CPFL Energia,10.034.293/0001-86,Energia,2025-11-13,2025-12-13,-20001.79,Pago
PAG-70414,Marketing Digital Adoro,10.034.364/0001-99,Marketing,2025-11-05,2025-12-03,-4625.58,Pago
PAG-70415,Receita Federal,10.034.435/0001-22,Impostos,2025-11-27,2025-12-27,-30809.85,Pago
PAG-70416,Receita Federal,10.034.506/0001-35,Impostos,2025-11-25,2026-01-09,-34781.77,A vencer
PAG-70417,Sefaz SP,10.034.577/0001-48,Impostos,2025-11-03,2025-12-18,-8405.36,Pago
PAG-70418,Prysmian Cabos do Brasil,10.034.648/0001-61,Insumos,2025-12-03,2025-12-31,-68639.38,Pago
PAG-70419,Prysmian Cabos do Brasil,10.034.719/0001-74,Insumos,2025-12-06,2026-01-03,-80124.25,A vencer
PAG-70420,Prysmian Cabos do Brasil,10.034.790/0001-87,Insumos,2025-12-21,2026-01-05,-80101.82,A vencer
PAG-70421,Prysmian Cabos do Brasil,10.034.861/0001-10,Insumos,2025-12-24,2026-02-07,-66767.59,A vencer
PAG-70422,Prysmian Cabos do Brasil,10.034.932/0001-23,Insumos,2025-12-12,2026-01-26,-57283.68,A vencer
PAG-70423,Prysmian Cabos do Brasil,10.035.003/0001-36,Insumos,2025-12-02,2025-12-30,-78622.49,Pago
PAG-70424,Prysmian Cabos do Brasil,10.035.074/0001-49,Insumos,2025-12-27,2026-01-24,-75315.84,A vencer
PAG-70425,Prysmian Cabos do Brasil,10.035.145/0001-62,Insumos,2025-12-14,2025-12-29,-75488.2,Pago
PAG-70426,Prysmian Cabos do Brasil,10.035.216/0001-75,Insumos,2025-12-19,2026-02-02,-71541.03,A vencer
PAG-70427,Prysmian Cabos do Brasil,10.035.287/0001-88,Insumos,2025-12-12,2026-01-26,-99211.16,A vencer
PAG-70428,Prysmian Cabos do Brasil,10.035.358/0001-11,Insumos,2025-12-19,2026-01-16,-86877.63,A vencer
PAG-70429,Prysmian Cabos do Brasil,10.035.429/0001-24,Insumos,2025-12-05,2025-12-20,-92852.42,Pago
PAG-70430,Schneider Electric Brasil,10.035.500/0001-37,Insumos,2025-12-25,2026-01-24,-47368.67,A vencer
PAG-70431,Schneider Electric Brasil,10.035.571/0001-50,Insumos,2025-12-25,2026-01-09,-36089.71,A vencer
PAG-70432,Schneider Electric Brasil,10.035.642/0001-63,Insumos,2025-12-02,2025-12-30,-48705.45,Pago
PAG-70433,Schneider Electric Brasil,10.035.713/0001-76,Insumos,2025-12-19,2026-01-16,-29607.22,A vencer
PAG-70434,Schneider Electric Brasil,10.035.784/0001-89,Insumos,2025-12-02,2026-01-16,-31876.26,A vencer
PAG-70435,Empalux Iluminação,10.035.855/0001-12,Insumos,2025-12-20,2026-02-03,-19074.33,A vencer
PAG-70436,Empalux Iluminação,10.035.926/0001-25,Insumos,2025-12-11,2025-12-26,-37255.63,Pago
PAG-70437,Empalux Iluminação,10.035.997/0001-38,Insumos,2025-12-04,2026-01-18,-41547.71,A vencer
PAG-70438,Avant Iluminação,10.036.068/0001-51,Insumos,2025-12-26,2026-02-09,-24918.37,A vencer
PAG-70439,Avant Iluminação,10.036.139/0001-64,Insumos,2025-12-19,2026-01-18,-28666.17,A vencer
PAG-70440,Tigre S.A.,10.036.210/0001-77,Insumos,2025-12-04,2026-01-03,-21223.02,A vencer
PAG-70441,Tigre S.A.,10.036.281/0001-90,Insumos,2025-12-06,2026-01-03,-27427.24,A vencer
PAG-70442,Tigre S.A.,10.036.352/0001-13,Insumos,2025-12-04,2026-01-01,-26475.09,A vencer
PAG-70443,Intelbras,10.036.423/0001-26,Insumos,2025-12-16,2026-01-13,-18070.27,A vencer
PAG-70444,Intelbras,10.036.494/0001-39,Insumos,2025-12-24,2026-02-07,-1141.16,A vencer
PAG-70445,Steck do Brasil,10.036.565/0001-52,Insumos,2025-12-09,2026-01-08,-21131.25,A vencer
PAG-70446,Steck do Brasil,10.036.636/0001-65,Insumos,2025-12-27,2026-01-26,-21451.72,A vencer
PAG-70447,WEG Equipamentos,10.036.707/0001-78,Insumos,2025-12-14,2026-01-11,-23247.9,A vencer
PAG-70448,Folha de Pagamento,10.036.778/0001-91,Folha,2025-12-17,2026-01-31,-20192.72,A vencer
PAG-70449,Folha de Pagamento,10.036.849/0001-14,Folha,2025-12-22,2026-01-21,-12607.14,A vencer
PAG-70450,Auriverde Imóveis,10.036.920/0001-27,Aluguel,2025-12-27,2026-01-11,-25408.63,A vencer
PAG-70451,CPFL Energia,10.036.991/0001-40,Energia,2025-12-14,2026-01-28,-18788.19,A vencer
PAG-70452,Marketing Digital Adoro,10.037.062/0001-53,Marketing,2025-12-14,2026-01-13,-24193.25,A vencer
PAG-70453,Receita Federal,10.037.133/0001-66,Impostos,2025-12-18,2026-01-17,-31106.93,A vencer
PAG-70454,Receita Federal,10.037.204/0001-79,Impostos,2025-12-16,2026-01-13,-7907.72,A vencer
PAG-70455,Sefaz SP,10.037.275/0001-92,Impostos,2025-12-16,2026-01-15,-5722.12,A vencer
