data,tipo,categoria,descricao,valor,saldo_acumulado,conta
2025-08-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14190.82,1363821.1,Itaú-PJ
2025-08-11,Saída,Marketing,Marketing,-15510.34,1348310.76,Itaú-PJ
2025-08-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21064.53,1327246.23,BB-PJ
2025-08-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-27986.67,1299259.56,Itaú-PJ
2025-08-11,Saída,Marketing,Marketing,-11505.27,1287754.29,BB-PJ
2025-08-12,Entrada,Recebimento Cliente,Liquidação boleto,29461.27,1317215.56,Itaú-PJ
2025-08-12,Entrada,Recebimento Cliente,PIX cliente,5836.46,1323052.02,Caixa
2025-08-12,Entrada,Recebimento Cliente,PIX cliente,34595.48,1357647.5,Itaú-PJ
2025-08-12,Entrada,Recebimento Cliente,Liquidação boleto,31713.59,1389361.09,Itaú-PJ
2025-08-12,Entrada,Recebimento Cliente,Liquidação boleto,19119.67,1408480.76,Itaú-PJ
2025-08-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-18063.06,1390417.7,BB-PJ
2025-08-12,Saída,Folha,Folha,-10543.99,1379873.71,BB-PJ
2025-08-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-15217.86,1364655.85,BB-PJ
2025-08-12,Saída,Folha,Folha,-12687.0,1351968.85,Itaú-PJ
2025-08-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13953.23,1338015.62,Itaú-PJ
2025-08-13,Entrada,Recebimento Cliente,PIX cliente,42229.61,1380245.23,Itaú-PJ
2025-08-13,Entrada,Recebimento Cliente,Liquidação boleto,34475.71,1414720.94,Itaú-PJ
2025-08-13,Entrada,Recebimento Cliente,Liquidação boleto,28091.45,1442812.39,BB-PJ
2025-08-13,Entrada,Recebimento Cliente,PIX cliente,35788.76,1478601.15,BB-PJ
2025-08-13,Entrada,Recebimento Cliente,Liquidação boleto,5426.07,1484027.22,Itaú-PJ
2025-08-13,Entrada,Recebimento Cliente,Liquidação boleto,16661.78,1500689.0,BB-PJ
2025-08-13,Saída,Marketing,Marketing,-18378.96,1482310.04,BB-PJ
2025-08-13,Saída,Outras,Outras,-13664.6,1468645.44,BB-PJ
2025-08-13,Saída,Outras,Outras,-6395.57,1462249.87,Itaú-PJ
2025-08-13,Saída,Aluguel,Aluguel,-19762.49,1442487.38,Itaú-PJ
2025-08-13,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11488.96,1430998.42,Itaú-PJ
2025-08-14,Entrada,Recebimento Cliente,Liquidação boleto,13447.28,1444445.7,Caixa
2025-08-14,Entrada,Recebimento Cliente,PIX cliente,37469.28,1481914.98,Itaú-PJ
2025-08-14,Entrada,Outras Receitas,Liquidação boleto,33692.37,1515607.35,BB-PJ
2025-08-14,Entrada,Outras Receitas,Liquidação boleto,57926.39,1573533.74,Caixa
2025-08-14,Entrada,Recebimento Cliente,PIX cliente,24353.0,1597886.74,BB-PJ
2025-08-14,Entrada,Outras Receitas,Liquidação boleto,26376.77,1624263.51,BB-PJ
2025-08-14,Saída,Frete,Frete,-4204.69,1620058.82,Itaú-PJ
2025-08-14,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10385.91,1609672.91,BB-PJ
2025-08-14,Saída,Impostos,Impostos,-17560.49,1592112.42,BB-PJ
2025-08-14,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-2829.77,1589282.65,Itaú-PJ
2025-08-14,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-18724.37,1570558.28,Itaú-PJ
2025-08-14,Saída,Folha,Folha,-7581.87,1562976.41,Itaú-PJ
2025-08-15,Entrada,Recebimento Cliente,Liquidação boleto,19730.86,1582707.27,Itaú-PJ
2025-08-15,Entrada,Recebimento Cliente,Liquidação boleto,33629.73,1616337.0,Caixa
2025-08-15,Entrada,Recebimento Cliente,Liquidação boleto,26893.96,1643230.96,Itaú-PJ
2025-08-15,Entrada,Recebimento Cliente,Liquidação boleto,13249.23,1656480.19,BB-PJ
2025-08-15,Entrada,Recebimento Cliente,Liquidação boleto,41741.86,1698222.05,Itaú-PJ
2025-08-15,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7517.87,1690704.18,BB-PJ
2025-08-15,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7481.48,1683222.7,Itaú-PJ
2025-08-15,Saída,Impostos,Impostos,-11898.17,1671324.53,BB-PJ
2025-08-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-30746.78,1640577.75,BB-PJ
2025-08-16,Saída,Aluguel,Aluguel,-9876.08,1630701.67,Itaú-PJ
2025-08-17,Saída,Impostos,Impostos,-9342.8,1621358.87,BB-PJ
2025-08-17,Saída,Impostos,Impostos,-11759.06,1609599.81,Itaú-PJ
2025-08-17,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20318.26,1589281.55,BB-PJ
2025-08-17,Saída,Aluguel,Aluguel,-4501.87,1584779.68,Itaú-PJ
2025-08-17,Saída,Frete,Frete,-16962.91,1567816.77,BB-PJ
2025-08-17,Saída,Frete,Frete,-12564.03,1555252.74,Itaú-PJ
2025-08-18,Entrada,Recebimento Cliente,PIX cliente,43437.38,1598690.12,Caixa
2025-08-18,Entrada,Recebimento Cliente,Liquidação boleto,41180.39,1639870.51,Itaú-PJ
2025-08-18,Entrada,Recebimento Cliente,PIX cliente,34909.29,1674779.8,BB-PJ
2025-08-18,Entrada,Recebimento Cliente,Liquidação boleto,48961.75,1723741.55,Itaú-PJ
2025-08-18,Entrada,Recebimento Cliente,PIX cliente,29603.85,1753345.4,BB-PJ
2025-08-18,Entrada,Outras Receitas,Liquidação boleto,10227.2,1763572.6,Itaú-PJ
2025-08-18,Entrada,Outras Receitas,PIX cliente,18946.57,1782519.17,Itaú-PJ
2025-08-18,Saída,Folha,Folha,-10320.28,1772198.89,Itaú-PJ
2025-08-18,Saída,Folha,Folha,-7191.03,1765007.86,BB-PJ
2025-08-18,Saída,Frete,Frete,-17520.5,1747487.36,Itaú-PJ
2025-08-18,Saída,Folha,Folha,-21786.08,1725701.28,Itaú-PJ
2025-08-18,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-19161.36,1706539.92,Itaú-PJ
2025-08-19,Entrada,Outras Receitas,PIX cliente,60568.08,1767108.0,BB-PJ
2025-08-19,Entrada,Recebimento Cliente,Liquidação boleto,33470.09,1800578.09,Caixa
2025-08-19,Entrada,Recebimento Cliente,PIX cliente,19493.12,1820071.21,Itaú-PJ
2025-08-19,Entrada,Recebimento Cliente,PIX cliente,31670.95,1851742.16,BB-PJ
2025-08-19,Entrada,Outras Receitas,Liquidação boleto,48410.12,1900152.28,Itaú-PJ
2025-08-19,Entrada,Recebimento Cliente,Liquidação boleto,47238.98,1947391.26,BB-PJ
2025-08-19,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-18228.94,1929162.32,BB-PJ
2025-08-19,Saída,Impostos,Impostos,-25799.26,1903363.06,Itaú-PJ
2025-08-20,Entrada,Recebimento Cliente,Liquidação boleto,37079.53,1940442.59,BB-PJ
2025-08-20,Entrada,Outras Receitas,Liquidação boleto,26880.31,1967322.9,Caixa
2025-08-20,Entrada,Recebimento Cliente,PIX cliente,22773.95,1990096.85,Caixa
2025-08-20,Entrada,Outras Receitas,PIX cliente,29021.2,2019118.05,Caixa
2025-08-20,Entrada,Recebimento Cliente,PIX cliente,24890.62,2044008.67,Itaú-PJ
2025-08-20,Entrada,Recebimento Cliente,Liquidação boleto,28140.12,2072148.79,Caixa
2025-08-20,Entrada,Recebimento Cliente,Liquidação boleto,48647.15,2120795.94,BB-PJ
2025-08-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-15208.35,2105587.59,Itaú-PJ
2025-08-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7595.65,2097991.94,Itaú-PJ
2025-08-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11284.74,2086707.2,Itaú-PJ
2025-08-21,Entrada,Recebimento Cliente,PIX cliente,18875.56,2105582.76,Caixa
2025-08-21,Entrada,Recebimento Cliente,Liquidação boleto,45773.73,2151356.49,Itaú-PJ
2025-08-21,Entrada,Recebimento Cliente,PIX cliente,21265.1,2172621.59,Caixa
2025-08-21,Entrada,Recebimento Cliente,Liquidação boleto,21939.72,2194561.31,Itaú-PJ
2025-08-21,Entrada,Outras Receitas,Liquidação boleto,48754.76,2243316.07,Caixa
2025-08-21,Entrada,Recebimento Cliente,PIX cliente,21928.72,2265244.79,Itaú-PJ
2025-08-21,Entrada,Recebimento Cliente,PIX cliente,17505.8,2282750.59,Caixa
2025-08-21,Saída,Energia/Util,Energia/Util,-14312.18,2268438.41,BB-PJ
2025-08-21,Saída,Impostos,Impostos,-13867.28,2254571.13,Itaú-PJ
2025-08-21,Saída,Folha,Folha,-9147.29,2245423.84,Itaú-PJ
2025-08-21,Saída,Folha,Folha,-19234.26,2226189.58,BB-PJ
2025-08-22,Entrada,Recebimento Cliente,Liquidação boleto,26688.07,2252877.65,Caixa
2025-08-22,Entrada,Recebimento Cliente,Liquidação boleto,21217.44,2274095.09,Itaú-PJ
2025-08-22,Entrada,Recebimento Cliente,PIX cliente,21008.43,2295103.52,Caixa
2025-08-22,Entrada,Outras Receitas,Liquidação boleto,19690.56,2314794.08,Itaú-PJ
2025-08-22,Entrada,Recebimento Cliente,PIX cliente,36570.84,2351364.92,Caixa
2025-08-22,Saída,Folha,Folha,-8820.22,2342544.7,Itaú-PJ
2025-08-22,Saída,Impostos,Impostos,-10734.25,2331810.45,Itaú-PJ
2025-08-22,Saída,Frete,Frete,-2440.98,2329369.47,BB-PJ
2025-08-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25797.32,2303572.15,BB-PJ
2025-08-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-1566.63,2302005.52,Itaú-PJ
2025-08-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-3661.44,2298344.08,Itaú-PJ
2025-08-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13242.78,2285101.3,Itaú-PJ
2025-08-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7265.11,2277836.19,BB-PJ
2025-08-23,Saída,Aluguel,Aluguel,-21243.38,2256592.81,Itaú-PJ
2025-08-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10234.77,2246358.04,BB-PJ
2025-08-24,Saída,Folha,Folha,-25522.0,2220836.04,Itaú-PJ
2025-08-24,Saída,Outras,Outras,-6173.98,2214662.06,Itaú-PJ
2025-08-25,Entrada,Recebimento Cliente,Liquidação boleto,25196.93,2239858.99,Caixa
2025-08-25,Entrada,Outras Receitas,Liquidação boleto,45106.06,2284965.05,Caixa
2025-08-25,Entrada,Recebimento Cliente,Liquidação boleto,14331.35,2299296.4,Itaú-PJ
2025-08-25,Entrada,Recebimento Cliente,PIX cliente,23802.7,2323099.1,Caixa
2025-08-25,Entrada,Recebimento Cliente,PIX cliente,10401.5,2333500.6,Itaú-PJ
2025-08-25,Entrada,Recebimento Cliente,Liquidação boleto,48822.59,2382323.19,BB-PJ
2025-08-25,Entrada,Recebimento Cliente,PIX cliente,30618.93,2412942.12,Caixa
2025-08-25,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21408.36,2391533.76,BB-PJ
2025-08-25,Saída,Impostos,Impostos,-18106.36,2373427.4,Itaú-PJ
2025-08-26,Entrada,Recebimento Cliente,PIX cliente,40825.21,2414252.61,Caixa
2025-08-26,Entrada,Recebimento Cliente,Liquidação boleto,34795.25,2449047.86,Itaú-PJ
2025-08-26,Entrada,Recebimento Cliente,Liquidação boleto,21976.26,2471024.12,Caixa
2025-08-26,Entrada,Recebimento Cliente,PIX cliente,35753.6,2506777.72,BB-PJ
2025-08-26,Saída,Folha,Folha,-16311.97,2490465.75,Itaú-PJ
2025-08-26,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-3994.98,2486470.77,Itaú-PJ
2025-08-26,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-3007.34,2483463.43,BB-PJ
2025-08-27,Entrada,Outras Receitas,Liquidação boleto,29607.51,2513070.94,BB-PJ
2025-08-27,Entrada,Recebimento Cliente,Liquidação boleto,23959.73,2537030.67,Caixa
2025-08-27,Entrada,Recebimento Cliente,Liquidação boleto,39787.97,2576818.64,BB-PJ
2025-08-27,Entrada,Recebimento Cliente,Liquidação boleto,41187.0,2618005.64,Caixa
2025-08-27,Entrada,Recebimento Cliente,Liquidação boleto,17159.7,2635165.34,Itaú-PJ
2025-08-27,Saída,Frete,Frete,-16552.23,2618613.11,Itaú-PJ
2025-08-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17993.99,2600619.12,Itaú-PJ
2025-08-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20270.63,2580348.49,BB-PJ
2025-08-27,Saída,Impostos,Impostos,-36327.86,2544020.63,BB-PJ
2025-08-27,Saída,Aluguel,Aluguel,-2228.46,2541792.17,BB-PJ
2025-08-28,Entrada,Recebimento Cliente,Liquidação boleto,26454.56,2568246.73,Caixa
2025-08-28,Entrada,Recebimento Cliente,PIX cliente,56586.43,2624833.16,Itaú-PJ
2025-08-28,Entrada,Recebimento Cliente,PIX cliente,36419.1,2661252.26,Caixa
2025-08-28,Entrada,Outras Receitas,Liquidação boleto,26325.88,2687578.14,Itaú-PJ
2025-08-28,Saída,Frete,Frete,-9768.17,2677809.97,Itaú-PJ
2025-08-28,Saída,Folha,Folha,-7070.49,2670739.48,BB-PJ
2025-08-28,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-15375.49,2655363.99,Itaú-PJ
2025-08-28,Saída,Folha,Folha,-14951.7,2640412.29,BB-PJ
2025-08-28,Saída,Outras,Outras,-23923.71,2616488.58,Itaú-PJ
2025-08-29,Entrada,Recebimento Cliente,Liquidação boleto,12656.45,2629145.03,Caixa
2025-08-29,Entrada,Recebimento Cliente,PIX cliente,21703.44,2650848.47,Itaú-PJ
2025-08-29,Entrada,Recebimento Cliente,Liquidação boleto,43209.82,2694058.29,BB-PJ
2025-08-29,Entrada,Outras Receitas,PIX cliente,53859.24,2747917.53,Itaú-PJ
2025-08-29,Saída,Frete,Frete,-11711.23,2736206.3,BB-PJ
2025-08-29,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-27210.46,2708995.84,Itaú-PJ
2025-08-29,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16365.54,2692630.3,Itaú-PJ
2025-08-29,Saída,Energia/Util,Energia/Util,-3644.53,2688985.77,BB-PJ
2025-08-29,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25107.92,2663877.85,Itaú-PJ
2025-08-29,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13588.36,2650289.49,Itaú-PJ
2025-08-30,Saída,Impostos,Impostos,-18517.99,2631771.5,Itaú-PJ
2025-08-30,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7283.72,2624487.78,Itaú-PJ
2025-08-30,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17882.08,2606605.7,BB-PJ
2025-08-31,Saída,Impostos,Impostos,-8886.88,2597718.82,Itaú-PJ
2025-08-31,Saída,Impostos,Impostos,-29557.52,2568161.3,Itaú-PJ
2025-08-31,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7985.4,2560175.9,Itaú-PJ
2025-08-31,Saída,Frete,Frete,-5949.42,2554226.48,BB-PJ
2025-09-01,Entrada,Recebimento Cliente,Liquidação boleto,21200.95,2575427.43,BB-PJ
2025-09-01,Entrada,Recebimento Cliente,PIX cliente,39987.35,2615414.78,Caixa
2025-09-01,Entrada,Recebimento Cliente,PIX cliente,8717.12,2624131.9,Itaú-PJ
2025-09-01,Entrada,Recebimento Cliente,Liquidação boleto,35017.81,2659149.71,BB-PJ
2025-09-01,Entrada,Recebimento Cliente,Liquidação boleto,38868.92,2698018.63,Itaú-PJ
2025-09-01,Entrada,Outras Receitas,Liquidação boleto,17327.68,2715346.31,Itaú-PJ
2025-09-01,Saída,Marketing,Marketing,-5388.87,2709957.44,BB-PJ
2025-09-01,Saída,Folha,Folha,-13727.36,2696230.08,Itaú-PJ
2025-09-01,Saída,Folha,Folha,-10504.15,2685725.93,BB-PJ
2025-09-02,Entrada,Recebimento Cliente,Liquidação boleto,16870.14,2702596.07,BB-PJ
2025-09-02,Entrada,Recebimento Cliente,Liquidação boleto,13902.2,2716498.27,Itaú-PJ
2025-09-02,Entrada,Recebimento Cliente,PIX cliente,33980.66,2750478.93,BB-PJ
2025-09-02,Entrada,Recebimento Cliente,PIX cliente,25677.84,2776156.77,Itaú-PJ
2025-09-02,Entrada,Recebimento Cliente,Liquidação boleto,29905.22,2806061.99,Itaú-PJ
2025-09-02,Entrada,Recebimento Cliente,PIX cliente,26428.33,2832490.32,BB-PJ
2025-09-02,Entrada,Recebimento Cliente,Liquidação boleto,3645.44,2836135.76,Itaú-PJ
2025-09-02,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21003.65,2815132.11,Itaú-PJ
2025-09-02,Saída,Folha,Folha,-20578.73,2794553.38,Itaú-PJ
2025-09-02,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25453.96,2769099.42,Itaú-PJ
2025-09-02,Saída,Outras,Outras,-5020.71,2764078.71,BB-PJ
2025-09-02,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14356.98,2749721.73,Itaú-PJ
2025-09-03,Entrada,Outras Receitas,Liquidação boleto,19617.37,2769339.1,Itaú-PJ
2025-09-03,Entrada,Recebimento Cliente,PIX cliente,22878.51,2792217.61,Caixa
2025-09-03,Entrada,Outras Receitas,Liquidação boleto,22908.62,2815126.23,Caixa
2025-09-03,Entrada,Recebimento Cliente,Liquidação boleto,45271.46,2860397.69,Itaú-PJ
2025-09-03,Entrada,Outras Receitas,PIX cliente,31754.18,2892151.87,Caixa
2025-09-03,Entrada,Recebimento Cliente,Liquidação boleto,29821.12,2921972.99,BB-PJ
2025-09-03,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16402.82,2905570.17,Itaú-PJ
2025-09-03,Saída,Folha,Folha,-19134.18,2886435.99,BB-PJ
2025-09-03,Saída,Energia/Util,Energia/Util,-9166.41,2877269.58,Itaú-PJ
2025-09-04,Entrada,Outras Receitas,Liquidação boleto,8707.68,2885977.26,BB-PJ
2025-09-04,Entrada,Outras Receitas,PIX cliente,9676.05,2895653.31,Itaú-PJ
2025-09-04,Entrada,Recebimento Cliente,Liquidação boleto,15860.51,2911513.82,BB-PJ
2025-09-04,Entrada,Recebimento Cliente,Liquidação boleto,24590.53,2936104.35,BB-PJ
2025-09-04,Entrada,Recebimento Cliente,Liquidação boleto,25664.4,2961768.75,Itaú-PJ
2025-09-04,Entrada,Outras Receitas,PIX cliente,34315.28,2996084.03,BB-PJ
2025-09-04,Entrada,Recebimento Cliente,Liquidação boleto,32672.62,3028756.65,Itaú-PJ
2025-09-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-31013.27,2997743.38,BB-PJ
2025-09-04,Saída,Impostos,Impostos,-21745.62,2975997.76,Itaú-PJ
2025-09-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-259.02,2975738.74,Itaú-PJ
2025-09-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-24734.55,2951004.19,Itaú-PJ
2025-09-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17827.13,2933177.06,BB-PJ
2025-09-05,Entrada,Recebimento Cliente,Liquidação boleto,22072.15,2955249.21,Caixa
2025-09-05,Entrada,Recebimento Cliente,PIX cliente,10915.31,2966164.52,Itaú-PJ
2025-09-05,Entrada,Recebimento Cliente,PIX cliente,12593.17,2978757.69,Itaú-PJ
2025-09-05,Entrada,Recebimento Cliente,PIX cliente,23425.48,3002183.17,BB-PJ
2025-09-05,Entrada,Recebimento Cliente,PIX cliente,36598.4,3038781.57,Itaú-PJ
2025-09-05,Entrada,Recebimento Cliente,PIX cliente,22695.83,3061477.4,Itaú-PJ
2025-09-05,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-18436.81,3043040.59,Itaú-PJ
2025-09-05,Saída,Folha,Folha,-170097.65,2872942.94,Itaú-PJ
2025-09-05,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-5745.82,2867197.12,Itaú-PJ
2025-09-05,Saída,Impostos,Impostos,-18628.84,2848568.28,Itaú-PJ
2025-09-05,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16109.63,2832458.65,BB-PJ
2025-09-05,Saída,Marketing,Marketing,-17996.01,2814462.64,Itaú-PJ
2025-09-06,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14307.22,2800155.42,Itaú-PJ
2025-09-06,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25162.87,2774992.55,Itaú-PJ
2025-09-07,Saída,Impostos,Impostos,-14622.65,2760369.9,BB-PJ
2025-09-07,Saída,Energia/Util,Energia/Util,-17880.6,2742489.3,Itaú-PJ
2025-09-07,Saída,Folha,Folha,-3088.14,2739401.16,BB-PJ
2025-09-07,Saída,Impostos,Impostos,-15143.85,2724257.31,Itaú-PJ
2025-09-07,Saída,Folha,Folha,-18862.26,2705395.05,BB-PJ
2025-09-08,Entrada,Recebimento Cliente,Liquidação boleto,500,2705895.05,Itaú-PJ
2025-09-08,Entrada,Recebimento Cliente,PIX cliente,20224.25,2726119.3,Caixa
2025-09-08,Entrada,Recebimento Cliente,PIX cliente,29000.68,2755119.98,Itaú-PJ
2025-09-08,Entrada,Recebimento Cliente,PIX cliente,31642.05,2786762.03,Caixa
2025-09-08,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-1444.48,2785317.55,Itaú-PJ
2025-09-08,Saída,Impostos,Impostos,-7192.59,2778124.96,Itaú-PJ
2025-09-08,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17513.13,2760611.83,Itaú-PJ
2025-09-08,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-29893.63,2730718.2,Itaú-PJ
2025-09-08,Saída,Folha,Folha,-8655.97,2722062.23,Itaú-PJ
2025-09-08,Saída,Impostos,Impostos,-11500.73,2710561.5,Itaú-PJ
2025-09-09,Entrada,Recebimento Cliente,PIX cliente,40119.54,2750681.04,Itaú-PJ
2025-09-09,Entrada,Recebimento Cliente,PIX cliente,33016.48,2783697.52,Itaú-PJ
2025-09-09,Entrada,Recebimento Cliente,Liquidação boleto,34126.59,2817824.11,BB-PJ
2025-09-09,Entrada,Outras Receitas,Liquidação boleto,12983.14,2830807.25,Caixa
2025-09-09,Entrada,Recebimento Cliente,Liquidação boleto,27927.58,2858734.83,Caixa
2025-09-09,Entrada,Outras Receitas,Liquidação boleto,34607.71,2893342.54,Itaú-PJ
2025-09-09,Entrada,Outras Receitas,PIX cliente,14639.12,2907981.66,Itaú-PJ
2025-09-09,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-22001.74,2885979.92,Itaú-PJ
2025-09-09,Saída,Impostos,Impostos,-22169.86,2863810.06,Itaú-PJ
2025-09-09,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-12277.33,2851532.73,BB-PJ
2025-09-09,Saída,Impostos,Impostos,-25414.93,2826117.8,Itaú-PJ
2025-09-09,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13315.48,2812802.32,Itaú-PJ
2025-09-10,Entrada,Recebimento Cliente,Liquidação boleto,31954.39,2844756.71,Itaú-PJ
2025-09-10,Entrada,Recebimento Cliente,PIX cliente,42702.71,2887459.42,Itaú-PJ
2025-09-10,Entrada,Recebimento Cliente,PIX cliente,16117.12,2903576.54,Caixa
2025-09-10,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11687.45,2891889.09,Itaú-PJ
2025-09-10,Saída,Aluguel,Aluguel,-78000,2813889.09,Itaú-PJ
2025-09-10,Saída,Energia/Util,Energia/Util,-14117.37,2799771.72,Itaú-PJ
2025-09-10,Saída,Impostos,Impostos,-15718.99,2784052.73,Itaú-PJ
2025-09-11,Entrada,Outras Receitas,Liquidação boleto,3237.5,2787290.23,Itaú-PJ
2025-09-11,Entrada,Recebimento Cliente,Liquidação boleto,18690.05,2805980.28,Caixa
2025-09-11,Entrada,Recebimento Cliente,PIX cliente,30301.44,2836281.72,Itaú-PJ
2025-09-11,Entrada,Recebimento Cliente,Liquidação boleto,26788.92,2863070.64,Caixa
2025-09-11,Entrada,Recebimento Cliente,PIX cliente,60739.95,2923810.59,BB-PJ
2025-09-11,Entrada,Recebimento Cliente,Liquidação boleto,500,2924310.59,Caixa
2025-09-11,Entrada,Recebimento Cliente,Liquidação boleto,8477.82,2932788.41,Itaú-PJ
2025-09-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11134.25,2921654.16,Itaú-PJ
2025-09-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-26721.37,2894932.79,Itaú-PJ
2025-09-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-5249.71,2889683.08,BB-PJ
2025-09-11,Saída,Impostos,Impostos,-22514.32,2867168.76,BB-PJ
2025-09-11,Saída,Impostos,Impostos,-11898.46,2855270.3,BB-PJ
2025-09-12,Entrada,Recebimento Cliente,PIX cliente,27077.65,2882347.95,Caixa
2025-09-12,Entrada,Recebimento Cliente,PIX cliente,35764.38,2918112.33,BB-PJ
2025-09-12,Entrada,Recebimento Cliente,PIX cliente,26449.52,2944561.85,Itaú-PJ
2025-09-12,Entrada,Outras Receitas,PIX cliente,500,2945061.85,Caixa
2025-09-12,Saída,Folha,Folha,-11873.77,2933188.08,Itaú-PJ
2025-09-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-8600.19,2924587.89,BB-PJ
2025-09-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-6333.37,2918254.52,Itaú-PJ
2025-09-12,Saída,Impostos,Impostos,-6283.76,2911970.76,Itaú-PJ
2025-09-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16848.14,2895122.62,Itaú-PJ
2025-09-12,Saída,Aluguel,Aluguel,-5166.04,2889956.58,Itaú-PJ
2025-09-13,Saída,Aluguel,Aluguel,-25313.31,2864643.27,Itaú-PJ
2025-09-13,Saída,Folha,Folha,-3097.26,2861546.01,BB-PJ
2025-09-13,Saída,Folha,Folha,-9211.64,2852334.37,Itaú-PJ
2025-09-14,Saída,Energia/Util,Energia/Util,-1576.29,2850758.08,BB-PJ
2025-09-14,Saída,Folha,Folha,-5872.45,2844885.63,Itaú-PJ
2025-09-15,Entrada,Outras Receitas,PIX cliente,35813.86,2880699.49,Itaú-PJ
2025-09-15,Entrada,Recebimento Cliente,PIX cliente,33605.25,2914304.74,BB-PJ
2025-09-15,Entrada,Recebimento Cliente,PIX cliente,25411.69,2939716.43,Itaú-PJ
2025-09-15,Entrada,Recebimento Cliente,PIX cliente,14645.79,2954362.22,Itaú-PJ
2025-09-15,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-5718.24,2948643.98,Itaú-PJ
2025-09-15,Saída,Frete,Frete,-13322.44,2935321.54,Itaú-PJ
2025-09-15,Saída,Marketing,Marketing,-3951.46,2931370.08,BB-PJ
2025-09-15,Saída,Folha,Folha,-13274.89,2918095.19,BB-PJ
2025-09-15,Saída,Aluguel,Aluguel,-12601.19,2905494.0,Itaú-PJ
2025-09-15,Saída,Folha,Folha,-16378.12,2889115.88,Itaú-PJ
2025-09-16,Entrada,Recebimento Cliente,Liquidação boleto,30840.76,2919956.64,Caixa
2025-09-16,Entrada,Recebimento Cliente,Liquidação boleto,27737.78,2947694.42,Itaú-PJ
2025-09-16,Entrada,Recebimento Cliente,PIX cliente,27256.65,2974951.07,Caixa
