titulo_id,pedido_id,cliente_id,razao_social,data_emissao,data_vencimento,data_pagamento,valor_titulo,valor_pago,status,dias_atraso,forma_pagamento
REC-51573,PED-106730,AUR-0263,Patrícia Oliveira Instaladora Ltda,2025-02-12,2025-02-27,2025-02-26,420.67,420.67,Pago,0,Cartão
REC-51574,PED-106730,AUR-0263,Patrícia Oliveira Instaladora Ltda,2025-02-12,2025-02-27,2025-03-01,915.5,915.5,Pago,2,Cartão
REC-51575,PED-106731,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-02-12,2025-03-12,,252.01,0,Vencido,294,PIX
REC-51576,PED-106731,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-02-12,2025-03-12,2025-04-10,13.77,13.77,Pago,29,Boleto
REC-51577,PED-106731,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-02-12,2025-03-12,,554.95,0,Vencido,294,PIX
REC-51578,PED-106731,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-02-12,2025-02-27,2025-03-01,195.55,195.55,Pago,2,PIX
REC-51579,PED-106732,AUR-0032,Juliana Oliveira Engenharia Ltda,2025-02-12,2025-03-14,2025-03-15,213.61,213.61,Pago,1,Cartão
REC-51580,PED-106732,AUR-0032,Juliana Oliveira Engenharia Ltda,2025-02-12,2025-03-14,2025-03-14,2330.81,2330.81,Pago,0,Boleto
REC-51581,PED-106733,AUR-0142,Eduardo Pereira Materiais Elétricos Ltda,2025-02-12,2025-02-27,,306.48,0,Vencido,307,Cartão
REC-51582,PED-106733,AUR-0142,Eduardo Pereira Materiais Elétricos Ltda,2025-02-12,2025-03-12,2025-04-02,859.64,859.64,Pago,21,Cartão
REC-51583,PED-106733,AUR-0142,Eduardo Pereira Materiais Elétricos Ltda,2025-02-12,2025-03-12,,312.34,0,Vencido,294,Cartão
REC-51584,PED-106733,AUR-0142,Eduardo Pereira Materiais Elétricos Ltda,2025-02-12,2025-02-27,2025-03-27,107.56,107.56,Pago,28,Boleto
REC-51585,PED-106734,AUR-0205,Marcos Fernandes Materiais Elétricos Ltda,2025-02-12,2025-02-27,2025-02-26,1509.22,1509.22,Pago,0,Boleto
REC-51586,PED-106734,AUR-0205,Marcos Fernandes Materiais Elétricos Ltda,2025-02-12,2025-02-27,,1216.96,0,Vencido,307,Boleto
REC-51587,PED-106735,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-12,2025-03-14,2025-03-15,95.04,95.04,Pago,1,PIX
REC-51588,PED-106735,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-12,2025-03-14,2025-03-14,260.46,260.46,Pago,0,PIX
REC-51589,PED-106735,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-12,2025-02-27,,311.91,155.955,Renegociado,0,Cartão
REC-51590,PED-106735,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-12,2025-03-14,,228.27,0,Vencido,292,PIX
REC-51591,PED-106736,AUR-0353,Patrícia Santos Construções Ltda,2025-02-12,2025-02-27,2025-03-04,1529.05,1529.05,Pago,5,Cartão
REC-51592,PED-106736,AUR-0353,Patrícia Santos Construções Ltda,2025-02-12,2025-03-12,,815.46,407.73,Renegociado,0,Boleto
REC-51593,PED-106736,AUR-0353,Patrícia Santos Construções Ltda,2025-02-12,2025-02-27,2025-03-30,1173.99,1173.99,Pago,31,PIX
REC-51594,PED-106737,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-02-27,,366.54,0,Vencido,307,Boleto
REC-51595,PED-106737,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-02-27,2025-02-27,413.61,413.61,Pago,0,Boleto
REC-51596,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-12,2025-02-15,1014.92,1014.92,Pago,3,Boleto
REC-51597,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-27,2025-03-01,935.52,935.52,Pago,2,Boleto
REC-51598,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-27,,487.45,0,Vencido,307,PIX
REC-51599,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-27,2025-03-06,1395.1,1395.1,Pago,7,Boleto
REC-51600,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-12,2025-02-15,513.12,513.12,Pago,3,PIX
REC-51601,PED-106738,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-02-12,2025-02-12,2025-02-16,1457.52,1457.52,Pago,4,Boleto
REC-51602,PED-106739,AUR-0027,Marcos Santos Construções Ltda,2025-02-12,2025-03-14,2025-03-22,1075.07,1075.07,Pago,8,PIX
REC-51603,PED-106740,AUR-0087,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-02-12,2025-02-15,1736.07,1736.07,Pago,3,Cartão
REC-51604,PED-106740,AUR-0087,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-03-12,,1342.96,671.48,Renegociado,0,PIX
REC-51605,PED-106740,AUR-0087,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-02-27,,578.94,0,Vencido,307,Cartão
REC-51606,PED-106740,AUR-0087,Fernando Fernandes Comércio Elétrico Ltda,2025-02-12,2025-02-27,,4439.0,2219.5,Renegociado,0,Boleto
REC-51607,PED-106741,AUR-0029,Ricardo Santos Construções Ltda,2025-02-12,2025-03-14,2025-03-15,188.66,188.66,Pago,1,Boleto
REC-51608,PED-106741,AUR-0029,Ricardo Santos Construções Ltda,2025-02-12,2025-03-29,2025-03-30,166.71,166.71,Pago,1,PIX
REC-51609,PED-106741,AUR-0029,Ricardo Santos Construções Ltda,2025-02-12,2025-03-29,2025-04-03,104.61,104.61,Pago,5,PIX
REC-51610,PED-106742,AUR-0320,Ricardo Costa Engenharia Ltda,2025-02-12,2025-02-27,2025-03-09,606.55,606.55,Pago,10,Boleto
REC-51611,PED-106742,AUR-0320,Ricardo Costa Engenharia Ltda,2025-02-12,2025-02-27,,3538.93,0,Vencido,307,Cartão
REC-51612,PED-106742,AUR-0320,Ricardo Costa Engenharia Ltda,2025-02-12,2025-03-12,2025-03-11,308.51,308.51,Pago,0,Cartão
REC-51613,PED-106742,AUR-0320,Ricardo Costa Engenharia Ltda,2025-02-12,2025-03-14,2025-03-19,757.4,757.4,Pago,5,Boleto
REC-51614,PED-106743,AUR-0098,Roberto Fernandes Materiais Elétricos Ltda,2025-02-12,2025-03-29,2025-03-28,2457.68,2457.68,Pago,0,Boleto
REC-51615,PED-106743,AUR-0098,Roberto Fernandes Materiais Elétricos Ltda,2025-02-12,2025-03-29,2025-04-03,1161.1,1161.1,Pago,5,PIX
REC-51616,PED-106743,AUR-0098,Roberto Fernandes Materiais Elétricos Ltda,2025-02-12,2025-03-14,2025-04-01,1345.18,1345.18,Pago,18,Boleto
REC-51617,PED-106744,AUR-0036,GreenLight Soluções ME,2025-02-12,2025-03-12,2025-03-27,89.96,89.96,Pago,15,Cartão
REC-51618,PED-106744,AUR-0036,GreenLight Soluções ME,2025-02-12,2025-03-12,2025-03-17,1038.0,1038.0,Pago,5,PIX
REC-51619,PED-106745,AUR-0273,Camila Rodrigues Construções Ltda,2025-02-13,2025-03-15,2025-03-18,712.79,712.79,Pago,3,Boleto
REC-51620,PED-106745,AUR-0273,Camila Rodrigues Construções Ltda,2025-02-13,2025-02-13,2025-02-13,9169.62,9169.62,Pago,0,Cartão
REC-51621,PED-106745,AUR-0273,Camila Rodrigues Construções Ltda,2025-02-13,2025-03-13,,138.38,69.19,Renegociado,0,PIX
REC-51622,PED-106746,AUR-0336,Juliana Almeida Comércio Elétrico Ltda,2025-02-13,2025-04-14,2025-04-14,17.85,17.85,Pago,0,Boleto
REC-51623,PED-106747,AUR-0321,Marcos Rodrigues Materiais Elétricos Ltda,2025-02-13,2025-02-28,,347.66,173.83,Renegociado,0,PIX
REC-51624,PED-106747,AUR-0321,Marcos Rodrigues Materiais Elétricos Ltda,2025-02-13,2025-03-15,,1471.93,0,Vencido,291,Boleto
REC-51625,PED-106748,AUR-0161,Juliana Costa Comércio Elétrico Ltda,2025-02-13,2025-02-13,2025-03-07,91.73,91.73,Pago,22,Cartão
REC-51626,PED-106748,AUR-0161,Juliana Costa Comércio Elétrico Ltda,2025-02-13,2025-02-28,2025-03-05,437.38,437.38,Pago,5,Cartão
REC-51627,PED-106748,AUR-0161,Juliana Costa Comércio Elétrico Ltda,2025-02-13,2025-02-28,2025-03-02,2083.93,2083.93,Pago,2,PIX
REC-51628,PED-106749,AUR-0230,Fernando Fernandes Instaladora Ltda,2025-02-13,2025-04-14,,3092.38,0,Vencido,261,Boleto
REC-51629,PED-106749,AUR-0230,Fernando Fernandes Instaladora Ltda,2025-02-13,2025-04-14,2025-05-11,3271.49,3271.49,Pago,27,Boleto
REC-51630,PED-106750,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-02-13,2025-02-28,2025-03-13,636.65,636.65,Pago,13,Cartão
REC-51631,PED-106750,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-02-13,2025-03-13,2025-03-11,165.63,165.63,Pago,0,Boleto
REC-51632,PED-106750,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-02-13,2025-03-13,,1383.69,691.845,Renegociado,0,Boleto
REC-51633,PED-106751,AUR-0125,Patrícia Almeida Construções Ltda,2025-02-13,2025-03-30,,852.7,0,Vencido,276,Boleto
REC-51634,PED-106751,AUR-0125,Patrícia Almeida Construções Ltda,2025-02-13,2025-04-14,2025-04-14,37.85,37.85,Pago,0,PIX
REC-51635,PED-106751,AUR-0125,Patrícia Almeida Construções Ltda,2025-02-13,2025-04-14,2025-04-26,88.92,88.92,Pago,12,Boleto
REC-51636,PED-106751,AUR-0125,Patrícia Almeida Construções Ltda,2025-02-13,2025-03-15,2025-03-21,1006.61,1006.61,Pago,6,PIX
REC-51637,PED-106752,AUR-0257,Camila Silva Construções Ltda,2025-02-13,2025-02-13,2025-03-25,1007.7,1007.7,Pago,40,Cartão
REC-51638,PED-106752,AUR-0257,Camila Silva Construções Ltda,2025-02-13,2025-03-15,2025-03-19,357.92,357.92,Pago,4,PIX
REC-51639,PED-106752,AUR-0257,Camila Silva Construções Ltda,2025-02-13,2025-02-28,2025-03-04,610.02,610.02,Pago,4,Boleto
REC-51640,PED-106752,AUR-0257,Camila Silva Construções Ltda,2025-02-13,2025-03-13,,894.47,0,Vencido,293,Boleto
REC-51641,PED-106753,AUR-0296,Marcos Silva Construções Ltda,2025-02-13,2025-02-13,,1449.78,0,Vencido,321,Cartão
REC-51642,PED-106753,AUR-0296,Marcos Silva Construções Ltda,2025-02-13,2025-03-13,,312.51,156.255,Renegociado,0,Boleto
REC-51643,PED-106754,AUR-0269,Juliana Costa Instaladora Ltda,2025-02-13,2025-02-28,2025-03-24,854.03,854.03,Pago,24,Boleto
REC-51644,PED-106755,AUR-0056,Juliana Santos Instaladora Ltda,2025-02-13,2025-02-28,2025-04-10,209.92,209.92,Pago,41,PIX
REC-51645,PED-106755,AUR-0056,Juliana Santos Instaladora Ltda,2025-02-13,2025-03-13,2025-03-31,79.28,79.28,Pago,18,PIX
REC-51646,PED-106755,AUR-0056,Juliana Santos Instaladora Ltda,2025-02-13,2025-03-13,,877.71,0,Vencido,293,Boleto
REC-51647,PED-106755,AUR-0056,Juliana Santos Instaladora Ltda,2025-02-13,2025-03-15,2025-03-20,149.91,149.91,Pago,5,PIX
REC-51648,PED-106755,AUR-0056,Juliana Santos Instaladora Ltda,2025-02-13,2025-03-13,2025-04-25,979.36,979.36,Pago,43,Cartão
REC-51649,PED-106756,AUR-0102,Juliana Rodrigues Instaladora Ltda,2025-02-13,2025-03-13,2025-03-15,4026.03,4026.03,Pago,2,Boleto
REC-51650,PED-106756,AUR-0102,Juliana Rodrigues Instaladora Ltda,2025-02-13,2025-03-13,2025-03-15,428.37,428.37,Pago,2,Boleto
REC-51651,PED-106756,AUR-0102,Juliana Rodrigues Instaladora Ltda,2025-02-13,2025-02-28,,838.27,419.135,Renegociado,0,Boleto
REC-51652,PED-106756,AUR-0102,Juliana Rodrigues Instaladora Ltda,2025-02-13,2025-02-28,,1740.02,0,Vencido,306,Boleto
REC-51653,PED-106757,AUR-0312,Eduardo Oliveira Materiais Elétricos Ltda,2025-02-13,2025-02-28,2025-03-13,418.78,418.78,Pago,13,Boleto
REC-51654,PED-106757,AUR-0312,Eduardo Oliveira Materiais Elétricos Ltda,2025-02-13,2025-02-28,2025-03-24,291.06,291.06,Pago,24,Cartão
REC-51655,PED-106757,AUR-0312,Eduardo Oliveira Materiais Elétricos Ltda,2025-02-13,2025-03-13,,1571.62,785.81,Renegociado,0,PIX
REC-51656,PED-106758,AUR-0315,Ricardo Silva Construções Ltda,2025-02-13,2025-02-13,2025-02-15,906.65,906.65,Pago,2,PIX
REC-51657,PED-106758,AUR-0315,Ricardo Silva Construções Ltda,2025-02-13,2025-03-13,2025-03-14,274.1,274.1,Pago,1,Cartão
REC-51658,PED-106759,AUR-0296,Marcos Silva Construções Ltda,2025-02-13,2025-03-15,2025-03-16,25.32,25.32,Pago,1,Cartão
REC-51659,PED-106759,AUR-0296,Marcos Silva Construções Ltda,2025-02-13,2025-03-15,2025-03-16,2097.52,2097.52,Pago,1,Cartão
REC-51660,PED-106760,AUR-0208,Roberto Costa Comércio Elétrico Ltda,2025-02-13,2025-02-13,2025-02-13,2555.41,2555.41,Pago,0,PIX
REC-51661,PED-106760,AUR-0208,Roberto Costa Comércio Elétrico Ltda,2025-02-13,2025-02-13,,334.65,0,Vencido,321,Cartão
REC-51662,PED-106760,AUR-0208,Roberto Costa Comércio Elétrico Ltda,2025-02-13,2025-03-15,2025-03-20,125.59,125.59,Pago,5,PIX
REC-51663,PED-106761,AUR-0279,Patrícia Costa Materiais Elétricos Ltda,2025-02-13,2025-02-13,2025-02-11,404.01,404.01,Pago,0,Cartão
REC-51664,PED-106761,AUR-0279,Patrícia Costa Materiais Elétricos Ltda,2025-02-13,2025-02-13,2025-02-11,873.03,873.03,Pago,0,Boleto
REC-51665,PED-106761,AUR-0279,Patrícia Costa Materiais Elétricos Ltda,2025-02-13,2025-02-28,2025-03-03,18.59,18.59,Pago,3,Boleto
REC-51666,PED-106761,AUR-0279,Patrícia Costa Materiais Elétricos Ltda,2025-02-13,2025-03-15,2025-03-18,38.39,38.39,Pago,3,Boleto
REC-51667,PED-106762,AUR-0188,Camila Oliveira Comércio Elétrico Ltda,2025-02-13,2025-03-15,2025-03-16,506.46,506.46,Pago,1,Boleto
REC-51668,PED-106763,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-02-13,2025-03-13,2025-03-18,893.12,893.12,Pago,5,Boleto
REC-51669,PED-106763,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-02-13,2025-02-13,,587.61,0,Vencido,321,Cartão
REC-51670,PED-106763,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-02-13,2025-03-15,2025-03-13,2501.93,2501.93,Pago,0,Cartão
REC-51671,PED-106763,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-02-13,2025-02-13,,930.15,465.075,Renegociado,0,PIX
REC-51672,PED-106763,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-02-13,2025-02-28,2025-03-02,395.85,395.85,Pago,2,Boleto
REC-51673,PED-106764,AUR-0138,Juliana Almeida Engenharia Ltda,2025-02-13,2025-02-13,,125.28,0,Vencido,321,PIX
REC-51674,PED-106764,AUR-0138,Juliana Almeida Engenharia Ltda,2025-02-13,2025-02-13,2025-02-11,1154.95,1154.95,Pago,0,PIX
REC-51675,PED-106765,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-02-13,2025-03-13,2025-03-13,1397.49,1397.49,Pago,0,Boleto
REC-51676,PED-106765,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-02-13,2025-02-28,2025-03-02,646.55,646.55,Pago,2,Cartão
REC-51677,PED-106765,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-02-13,2025-03-15,2025-03-18,200.04,200.04,Pago,3,Boleto
REC-51678,PED-106765,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-02-13,2025-02-28,2025-03-03,804.01,804.01,Pago,3,Cartão
REC-51679,PED-106766,AUR-0170,Ana Almeida Construções Ltda,2025-02-13,2025-02-28,,1704.72,0,Vencido,306,PIX
REC-51680,PED-106766,AUR-0170,Ana Almeida Construções Ltda,2025-02-13,2025-02-28,2025-03-01,470.67,470.67,Pago,1,Cartão
REC-51681,PED-106767,AUR-0313,Fernando Pereira Comércio Elétrico Ltda,2025-02-14,2025-03-31,2025-03-29,728.46,728.46,Pago,0,Boleto
REC-51682,PED-106767,AUR-0313,Fernando Pereira Comércio Elétrico Ltda,2025-02-14,2025-03-31,2025-04-02,218.43,218.43,Pago,2,Boleto
REC-51683,PED-106768,AUR-0363,Fernando Oliveira Comércio Elétrico Ltda,2025-02-14,2025-03-14,2025-03-19,117.78,117.78,Pago,5,Boleto
REC-51684,PED-106768,AUR-0363,Fernando Oliveira Comércio Elétrico Ltda,2025-02-14,2025-03-16,2025-03-19,58.2,58.2,Pago,3,PIX
REC-51685,PED-106769,AUR-0328,Eduardo Pereira Engenharia Ltda,2025-02-14,2025-02-14,,419.83,0,Vencido,320,PIX
REC-51686,PED-106770,AUR-0073,Fernando Fernandes Construções Ltda,2025-02-14,2025-03-01,,737.39,0,Vencido,305,PIX
REC-51687,PED-106770,AUR-0073,Fernando Fernandes Construções Ltda,2025-02-14,2025-02-14,2025-02-28,587.79,587.79,Pago,14,Boleto
REC-51688,PED-106770,AUR-0073,Fernando Fernandes Construções Ltda,2025-02-14,2025-03-01,2025-03-17,3476.53,3476.53,Pago,16,PIX
REC-51689,PED-106771,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-10,333.5,333.5,Pago,9,Cartão
REC-51690,PED-106771,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-03-14,2025-03-26,2095.89,2095.89,Pago,12,Boleto
REC-51691,PED-106771,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-17,2716.73,2716.73,Pago,16,Boleto
REC-51692,PED-106771,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-01,628.56,628.56,Pago,0,Cartão
REC-51693,PED-106772,AUR-0133,Ricardo Almeida Construções Ltda,2025-02-14,2025-02-14,2025-02-18,2508.18,2508.18,Pago,4,PIX
REC-51694,PED-106773,AUR-0331,Camila Santos Construções Ltda,2025-02-14,2025-03-16,2025-03-21,142.2,142.2,Pago,5,Boleto
REC-51695,PED-106773,AUR-0331,Camila Santos Construções Ltda,2025-02-14,2025-02-14,2025-02-12,87.82,87.82,Pago,0,PIX
REC-51696,PED-106774,AUR-0194,Juliana Costa Materiais Elétricos Ltda,2025-02-14,2025-03-14,2025-04-22,132.96,132.96,Pago,39,PIX
REC-51697,PED-106774,AUR-0194,Juliana Costa Materiais Elétricos Ltda,2025-02-14,2025-03-14,,713.46,0,Vencido,292,Boleto
REC-51698,PED-106774,AUR-0194,Juliana Costa Materiais Elétricos Ltda,2025-02-14,2025-03-16,2025-04-10,3008.68,3008.68,Pago,25,Cartão
REC-51699,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-22,235.44,235.44,Pago,21,PIX
REC-51700,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-16,2025-03-19,363.19,363.19,Pago,3,Boleto
REC-51701,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-17,26.87,26.87,Pago,16,Boleto
REC-51702,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-14,,4462.43,2231.215,Renegociado,0,Cartão
REC-51703,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-02,243.17,243.17,Pago,1,PIX
REC-51704,PED-106775,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-03,1037.63,1037.63,Pago,2,PIX
REC-51705,PED-106776,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-14,2025-03-14,2025-03-18,569.62,569.62,Pago,4,PIX
REC-51706,PED-106776,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-14,2025-03-14,2025-03-30,1651.36,1651.36,Pago,16,Boleto
REC-51707,PED-106776,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-14,2025-03-16,2025-03-21,255.25,255.25,Pago,5,Boleto
REC-51708,PED-106776,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-14,2025-03-16,,494.13,0,Vencido,290,Boleto
REC-51709,PED-106776,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-02-28,1612.4,1612.4,Pago,0,Cartão
REC-51710,PED-106777,AUR-0207,Fernando Costa Instaladora Ltda,2025-02-14,2025-03-14,,598.81,0,Vencido,292,Cartão
REC-51711,PED-106777,AUR-0207,Fernando Costa Instaladora Ltda,2025-02-14,2025-03-01,,338.33,169.165,Renegociado,0,Boleto
REC-51712,PED-106777,AUR-0207,Fernando Costa Instaladora Ltda,2025-02-14,2025-03-16,,1527.11,0,Vencido,290,Boleto
REC-51713,PED-106777,AUR-0207,Fernando Costa Instaladora Ltda,2025-02-14,2025-03-16,2025-03-19,1234.24,1234.24,Pago,3,PIX
REC-51714,PED-106778,AUR-0361,Fernando Santos Instaladora Ltda,2025-02-14,2025-03-31,2025-04-05,211.33,211.33,Pago,5,Boleto
REC-51715,PED-106778,AUR-0361,Fernando Santos Instaladora Ltda,2025-02-14,2025-04-15,2025-04-27,765.34,765.34,Pago,12,PIX
REC-51716,PED-106778,AUR-0361,Fernando Santos Instaladora Ltda,2025-02-14,2025-03-31,2025-03-29,845.98,845.98,Pago,0,Boleto
REC-51717,PED-106778,AUR-0361,Fernando Santos Instaladora Ltda,2025-02-14,2025-04-15,,527.41,0,Vencido,260,Boleto
REC-51718,PED-106779,AUR-0181,Camila Fernandes Construções Ltda,2025-02-14,2025-02-14,,835.44,0,Vencido,320,PIX
REC-51719,PED-106779,AUR-0181,Camila Fernandes Construções Ltda,2025-02-14,2025-02-14,2025-02-13,625.27,625.27,Pago,0,Cartão
REC-51720,PED-106779,AUR-0181,Camila Fernandes Construções Ltda,2025-02-14,2025-03-16,2025-04-18,1352.69,1352.69,Pago,33,PIX
REC-51721,PED-106779,AUR-0181,Camila Fernandes Construções Ltda,2025-02-14,2025-02-14,2025-02-13,431.77,431.77,Pago,0,Cartão
REC-51722,PED-106780,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-02-14,2025-03-01,2025-03-05,4080.33,4080.33,Pago,4,PIX
REC-51723,PED-106780,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-02-14,2025-03-16,2025-03-18,259.54,259.54,Pago,2,Cartão
REC-51724,PED-106780,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-02-14,2025-03-01,2025-02-27,1040.74,1040.74,Pago,0,Cartão
REC-51725,PED-106780,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-02-14,2025-03-16,2025-03-21,866.97,866.97,Pago,5,Cartão
REC-51726,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-01,,558.56,0,Vencido,305,Cartão
REC-51727,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-01,2025-03-03,3620.29,3620.29,Pago,2,Cartão
REC-51728,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-01,,2370.72,1185.36,Renegociado,0,PIX
REC-51729,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-01,2025-04-07,2067.01,2067.01,Pago,37,Boleto
REC-51730,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-14,2025-04-15,8.21,8.21,Pago,32,Cartão
REC-51731,PED-106781,AUR-0348,Vanessa Costa Engenharia Ltda,2025-02-14,2025-03-14,2025-04-03,872.3,872.3,Pago,20,PIX
REC-51732,PED-106782,AUR-0206,Vanessa Rodrigues Engenharia Ltda,2025-02-14,2025-03-01,2025-04-10,2079.98,2079.98,Pago,40,PIX
REC-51733,PED-106782,AUR-0206,Vanessa Rodrigues Engenharia Ltda,2025-02-14,2025-03-16,2025-03-20,1293.84,1293.84,Pago,4,PIX
REC-51734,PED-106782,AUR-0206,Vanessa Rodrigues Engenharia Ltda,2025-02-14,2025-03-16,2025-04-07,1041.75,1041.75,Pago,22,Cartão
REC-51735,PED-106782,AUR-0206,Vanessa Rodrigues Engenharia Ltda,2025-02-14,2025-03-01,2025-04-08,165.49,165.49,Pago,38,Boleto
REC-51736,PED-106782,AUR-0206,Vanessa Rodrigues Engenharia Ltda,2025-02-14,2025-03-01,,2647.62,0,Vencido,305,Boleto
REC-51737,PED-106783,AUR-0007,Fernando Santos Comércio Elétrico Ltda,2025-02-14,2025-02-14,2025-02-17,1328.5,1328.5,Pago,3,Boleto
REC-51738,PED-106783,AUR-0007,Fernando Santos Comércio Elétrico Ltda,2025-02-14,2025-02-14,2025-02-12,978.77,978.77,Pago,0,PIX
REC-51739,PED-106783,AUR-0007,Fernando Santos Comércio Elétrico Ltda,2025-02-14,2025-03-01,2025-03-26,149.1,149.1,Pago,25,Cartão
REC-51740,PED-106784,AUR-0016,Ana Pereira Materiais Elétricos Ltda,2025-02-14,2025-03-16,,1154.25,0,Vencido,290,Cartão
REC-51741,PED-106784,AUR-0016,Ana Pereira Materiais Elétricos Ltda,2025-02-14,2025-03-01,2025-03-06,80.4,80.4,Pago,5,Boleto
REC-51742,PED-106784,AUR-0016,Ana Pereira Materiais Elétricos Ltda,2025-02-14,2025-03-01,2025-02-28,2318.67,2318.67,Pago,0,Boleto
REC-51743,PED-106785,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-03-14,,70.91,0,Vencido,292,PIX
REC-51744,PED-106785,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-02-14,2025-02-14,2025-02-19,304.91,304.91,Pago,5,PIX
REC-51745,PED-106786,AUR-0347,Juliana Rodrigues Engenharia Ltda,2025-02-14,2025-02-14,,469.68,234.84,Renegociado,0,PIX
REC-51746,PED-106786,AUR-0347,Juliana Rodrigues Engenharia Ltda,2025-02-14,2025-03-14,,781.43,0,Vencido,292,Boleto
REC-51747,PED-106787,AUR-0311,Roberto Santos Construções Ltda,2025-02-14,2025-03-14,,48.91,0,Vencido,292,Boleto
REC-51748,PED-106788,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-02-14,2025-02-14,2025-02-12,635.84,635.84,Pago,0,Boleto
REC-51749,PED-106788,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-02-14,2025-03-01,2025-03-15,779.01,779.01,Pago,14,Cartão
REC-51750,PED-106788,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-02-14,2025-03-01,2025-03-02,44.18,44.18,Pago,1,Cartão
REC-51751,PED-106788,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-02-14,2025-02-14,2025-02-12,159.6,159.6,Pago,0,PIX
